psfx,psfy
-20.61721002289845,-0.014696599959830896
-19.61721002289845,-0.00012345585313975035
-18.61721002289845,0.014932711148105862
-17.61721002289845,0.023622649324722054
-16.61721002289845,0.017004620320737216
-15.617210022898451,0.018522723029746255
-14.617210022898451,0.019308497370457717
-13.617210022898451,0.018898796313451545
-12.617210022898451,0.01633518791171541
-11.617210022898451,0.012338913408348957
-10.617210022898451,0.012166074338502026
-9.617210022898451,0.00462521883828283
-8.617210022898451,-0.007757051354771931
-7.617210022898451,0.0024276665358511267
-6.617210022898451,0.06978875749745989
-5.617210022898451,0.21199394126835586
-4.617210022898451,0.4226593818524779
-3.617210022898451,0.6653214987546336
-2.617210022898451,0.8795159972695683
-1.6172100228984512,1.0
-0.6172100228984512,0.9927439049303349
0.38278997710154883,0.8711410663939857
1.3827899771015488,0.6804306568601557
2.382789977101549,0.47372826262254053
3.382789977101549,0.29488446635418497
4.382789977101549,0.16723464815578873
5.382789977101549,0.08905839527948647
6.382789977101549,0.04072773744810985
7.382789977101549,0.004432808478741465
8.382789977101549,-0.015449644094254056
-20.55796252156398,-0.007212066745954103
-19.55796252156398,0.0036461001764209926
-18.55796252156398,0.014409775749480977
-17.55796252156398,0.020368059218522968
-16.55796252156398,0.015933636261201752
-15.55796252156398,0.017565420539448626
-14.55796252156398,0.019818865227817572
-13.55796252156398,0.021716106537777485
-12.55796252156398,0.021246449035514033
-11.55796252156398,0.018620033371714362
-10.55796252156398,0.01650439949371265
-9.55796252156398,0.0037533919171790727
-8.55796252156398,-0.010639215475887732
-7.557962521563979,0.0045858142145904675
-6.557962521563979,0.09836381658015145
-5.557962521563979,0.2788923965727837
-4.557962521563979,0.5149788527852561
-3.5579625215639794,0.7547917546275266
-2.5579625215639794,0.9349343003025548
-1.5579625215639794,1.0
-0.5579625215639794,0.9375385909933609
0.4420374784360206,0.785543093227284
1.4420374784360206,0.6055203877777764
2.4420374784360206,0.44466109198830356
3.4420374784360206,0.32148691812252467
4.442037478436021,0.23716254160590178
5.442037478436021,0.17686335501052056
6.442037478436021,0.11865390251809345
7.442037478436021,0.056442850282004145
8.44203747843602,0.011924488492844349
-21.199062771636733,-0.015871846060473132
-20.199062771636733,-0.0017571506894527118
-19.199062771636733,0.01336324495255969
-18.199062771636733,0.022181600068737584
-17.199062771636733,0.015472540948692354
-16.199062771636733,0.0166099395519924
-15.199062771636733,0.018383254223932038
-14.199062771636733,0.020387372348455546
-13.199062771636733,0.021543734107633206
-12.199062771636733,0.020184227947848715
-11.199062771636733,0.018986491046136852
-10.199062771636733,0.011649131615889192
-9.199062771636733,-0.004350728128519958
-8.199062771636733,-0.013608431280519804
-7.199062771636733,0.017964766561799364
-6.199062771636733,0.11946032486850276
-5.199062771636733,0.2948027743837392
-4.199062771636733,0.5240379804219946
-3.199062771636733,0.759225459426055
-2.199062771636733,0.935036724040582
-1.1990627716367328,1.0
-0.1990627716367328,0.9401111932934374
0.8009372283632672,0.7825809365376291
1.8009372283632672,0.5769188530457554
2.800937228363267,0.3743799363169179
3.800937228363267,0.21406703365618612
4.800937228363267,0.11139815536259222
5.800937228363267,0.05612315785737827
6.800937228363267,0.026405508238003646
7.800937228363267,0.012548155874384893
-21.01434609351355,-0.013516817933560554
-20.01434609351355,-0.0005105212312684754
-19.01434609351355,0.01283634941547833
-18.01434609351355,0.020266167671468802
-17.01434609351355,0.013555007504806912
-16.01434609351355,0.013822016998022572
-15.014346093513549,0.014613699726687296
-14.014346093513549,0.015625347692390372
-13.014346093513549,0.016319248401698756
-12.014346093513549,0.015899759293039165
-11.014346093513549,0.017457888544844036
-10.014346093513549,0.011940251619903888
-9.014346093513549,-0.0032837196568574066
-8.014346093513549,-0.00902596182961663
-7.014346093513549,0.028591207818676686
-6.014346093513549,0.13671170140126984
-5.014346093513549,0.31746236986029885
-4.014346093513549,0.5497835042594068
-3.0143460935135487,0.7832587383632765
-2.0143460935135487,0.9500989534589903
-1.0143460935135487,1.0
-0.014346093513548652,0.9225831914663052
0.9856539064864513,0.7481030919979464
1.9856539064864513,0.529075504731783
2.9856539064864513,0.3199250621533205
3.9856539064864513,0.16251050944586265
4.985653906486451,0.07088266492414232
5.985653906486451,0.030147205489453266
6.985653906486451,0.014690594394271079
-20.784031865576075,-0.013670584230731931
-19.784031865576075,0.0009948611752237206
-18.784031865576075,0.016017439607762158
-17.784031865576075,0.02407306865794813
-16.784031865576075,0.01617844096958691
-15.784031865576075,0.01437545235700408
-14.784031865576075,0.012928580997910877
-13.784031865576075,0.01208665710247621
-12.784031865576075,0.011792608731863538
-11.784031865576075,0.011983155608169201
-10.784031865576075,0.015589833072853172
-9.784031865576075,0.009623391948742954
-8.784031865576075,-0.00641723459830035
-7.784031865576075,-0.008179785829371915
-6.784031865576075,0.03847124408501172
-5.784031865576075,0.15750490303613246
-4.784031865576075,0.34886327425197267
-3.7840318655760754,0.5878872097700997
-2.7840318655760754,0.819601337200878
-1.7840318655760754,0.9731455271527838
-0.7840318655760754,1.0
0.2159681344239246,0.8968636153157783
1.2159681344239246,0.6999350693906935
2.2159681344239246,0.4663980443965031
3.2159681344239246,0.2544697808724866
4.215968134423925,0.106411285697177
5.215968134423925,0.03122258025487017
6.215968134423925,0.008620648956016408
-20.556795492519807,-0.013988507870891145
-19.556795492519807,-0.00023273261071856655
-18.556795492519807,0.013782667856482021
-17.556795492519807,0.02053639544229067
-16.556795492519807,0.011839163994559632
-15.556795492519807,0.009616402299056746
-14.556795492519807,0.008952636426468654
-13.556795492519807,0.009802619353387002
-12.556795492519807,0.011273980926157286
-11.556795492519807,0.01327909023552379
-10.556795492519807,0.015503064194637246
-9.556795492519807,0.013223554244022603
-8.556795492519807,-0.0011552657738323519
-7.556795492519807,-0.0008517230789843286
-6.556795492519807,0.04987924300565485
-5.556795492519807,0.1746742052044026
-4.556795492519807,0.37262913558763044
-3.5567954925198073,0.6155826474089575
-2.5567954925198073,0.8449364023317023
-1.5567954925198073,0.9900339555512095
-0.5567954925198073,1.0
0.4432045074801927,0.8737620479696943
1.4432045074801927,0.6548144612545046
2.4432045074801927,0.40584685763214784
3.4432045074801927,0.1887479915386198
4.443204507480193,0.04598596391671065
5.443204507480193,-0.015837419442650703
-21.08533499817742,-0.019095298175576588
-20.08533499817742,-0.0036141128175642885
-19.08533499817742,0.011662714746696477
-18.08533499817742,0.017877870727302573
-17.08533499817742,0.0056673884723049675
-16.08533499817742,0.004293260683216833
-15.08533499817742,0.007433864481840819
-14.08533499817742,0.013310901668681117
-13.08533499817742,0.016727790084496118
-12.08533499817742,0.021295545252773856
-11.08533499817742,0.028619106492073294
-10.08533499817742,0.037784471922512705
-9.08533499817742,0.03076880274000197
-8.08533499817742,0.0159414877992834
-7.085334998177419,0.027497290020996785
-6.085334998177419,0.09877575247643912
-5.085334998177419,0.24168913040316264
-4.085334998177419,0.4526327971562398
-3.0853349981774194,0.6950956255466354
-2.0853349981774194,0.9016319953831123
-1.0853349981774194,1.0
-0.08533499817741941,0.956098443136723
0.9146650018225806,0.7884510112232622
1.9146650018225806,0.548376732119073
2.9146650018225806,0.3000390697337778
3.9146650018225806,0.10554918491104075
4.914665001822581,-0.00135777258282423
-20.68746135814827,-0.01656585220023192
-19.68746135814827,-0.00225721647827571
-18.68746135814827,0.010805407922792873
-17.68746135814827,0.014706591621100327
-16.68746135814827,0.0014825970527136193
-15.68746135814827,-0.00020466063227234953
-14.68746135814827,0.0035729391365007554
-13.68746135814827,0.012236091682577476
-12.68746135814827,0.022187244636145603
-11.68746135814827,0.028833927429249895
-10.68746135814827,0.0325370497320062
-9.68746135814827,0.03314121912209358
-8.68746135814827,0.018927065557081877
-7.687461358148269,0.008817837584911684
-6.687461358148269,0.04117270034173242
-5.687461358148269,0.14548525355506184
-4.687461358148269,0.3238309410375129
-3.687461358148269,0.5548977664250468
-2.687461358148269,0.7887119528408102
-1.6874613581482691,0.9574339516294347
-0.6874613581482691,1.0
0.31253864185173086,0.9012750323258863
1.3125386418517309,0.6969031225796563
2.312538641851731,0.4466904510271294
3.312538641851731,0.2131659743610443
4.312538641851731,0.04560265344867257
5.312538641851731,-0.036063658070455896
-20.3199695422344,-0.020487237152523704
-19.3199695422344,-0.004944339598185142
-18.3199695422344,0.01011586522584491
-17.3199695422344,0.01638393823133633
-16.3199695422344,0.0045098458429513304
-15.3199695422344,0.0036183118456973554
-14.3199695422344,0.007408972985738193
-13.3199695422344,0.015488399335538115
-12.3199695422344,0.02413872234809046
-11.3199695422344,0.02938132671005988
-10.3199695422344,0.03192207834183956
-9.3199695422344,0.032214826706686454
-8.3199695422344,0.022335214541228245
-7.3199695422344,0.026643944055281827
-6.3199695422344,0.08219513261388599
-5.3199695422344,0.21222157496832814
-4.3199695422344,0.4112239313275238
-3.3199695422344,0.6481394947684268
-2.3199695422344,0.8667900110320274
-1.3199695422344,1.0
-0.3199695422344,0.9966791947497913
0.6800304577656,0.8558457091257933
1.6800304577656,0.6243974322937403
2.6800304577656,0.3669907855678474
3.6800304577656,0.14464213621742245
4.6800304577656,-0.0007648337415655596
-19.948274770376997,-0.023324046537925153
-18.948274770376997,-0.005694509756431838
-17.948274770376997,0.011925584694583656
-16.948274770376997,0.020942807195558893
-15.948274770376997,0.009907077703435371
-14.948274770376997,0.011968139261110742
-13.948274770376997,0.016702868206042904
-12.948274770376997,0.023918998107017673
-11.948274770376997,0.027465103175644
-10.948274770376997,0.02579546981354473
-9.948274770376997,0.02301726458772918
-8.948274770376997,0.022444653440864843
-7.948274770376997,0.021051010290919495
-6.948274770376997,0.04563495645500834
-5.948274770376997,0.1281604045963196
-4.948274770376997,0.28265343429743267
-3.9482747703769974,0.4936374166349274
-2.9482747703769974,0.7223213686248723
-1.9482747703769974,0.9113952757887968
-0.9482747703769974,1.0
0.05172522962300263,0.9506796327807007
1.0517252296230026,0.7756311266753584
2.0517252296230026,0.5307348815671189
3.0517252296230026,0.28192285742030393
4.051725229623003,0.08430925496133337
5.051725229623003,-0.032403699003390275
-19.679865909609163,-0.025576804340091224
-18.679865909609163,-0.0058146373298826465
-17.679865909609163,0.01596969178177321
-16.679865909609163,0.030405546287321557
-15.679865909609163,0.023928949196988937
-14.679865909609163,0.029069518523706782
-13.679865909609163,0.03313464297148416
-12.679865909609163,0.03570429078896317
-11.679865909609163,0.030684663456143235
-10.679865909609163,0.02141121292482656
-9.679865909609163,0.015606391576176451
-8.679865909609163,0.01993202952559143
-7.679865909609163,0.0313958416034893
-6.679865909609163,0.09305364995652032
-5.679865909609163,0.22449168863113975
-4.679865909609163,0.4177389693069789
-3.6798659096091626,0.638245651727806
-2.6798659096091626,0.8391551071703052
-1.6798659096091626,0.9725487132499413
-0.6798659096091626,1.0
0.3201340903908374,0.9106516103102901
1.3201340903908374,0.7353606179034601
2.3201340903908374,0.5237967374550531
3.3201340903908374,0.3171701859308731
4.320134090390837,0.14813322307515903
5.320134090390837,0.03486153663772303
6.320134090390837,-0.017485125780194295
-20.085531688477964,-0.03510430983872186
-19.085531688477964,-0.01243468179195221
-18.085531688477964,0.014620103809801542
-17.085531688477964,0.033755820419026555
-16.085531688477964,0.028418768760908264
-15.085531688477964,0.03515287136195618
-14.085531688477964,0.037552661586434354
-13.085531688477964,0.03613417015849568
-12.085531688477964,0.02750583979174401
-11.085531688477964,0.013509329313048261
-10.085531688477964,0.004293782226864524
-9.085531688477964,0.010388585495826077
-8.085531688477964,0.025026424493186955
-7.085531688477964,0.06172807288863509
-6.085531688477964,0.1458148640794124
-5.085531688477964,0.2916620053720228
-4.085531688477964,0.4889223732651964
-3.085531688477964,0.7056723610289197
-2.085531688477964,0.8941956485747536
-1.085531688477964,1.0
-0.085531688477964,0.9798764977736162
0.914468311522036,0.8314789380307314
1.914468311522036,0.5985722660565034
2.914468311522036,0.3451777326968516
3.914468311522036,0.1305242212446591
4.914468311522036,-0.0075169988330072825
-19.633748525980216,-0.030543777553901287
-18.633748525980216,-0.011157452398026974
-17.633748525980216,0.012173374233948302
-16.633748525980216,0.029609517323427363
-15.633748525980216,0.0254270383356242
-14.633748525980216,0.03451944735089157
-13.633748525980216,0.04027264050822484
-12.633748525980216,0.04204261967556903
-11.633748525980216,0.03215777027037471
-10.633748525980216,0.01375210174770523
-9.633748525980216,0.002347518528771133
-8.633748525980216,0.013249645537107595
-7.6337485259802165,0.044784084625651505
-6.6337485259802165,0.11261857552900326
-5.6337485259802165,0.23287035315351118
-4.6337485259802165,0.405996202038456
-3.6337485259802165,0.6085522846711867
-2.6337485259802165,0.8037781355169545
-1.6337485259802165,0.948590126545132
-0.6337485259802165,1.0
0.36625147401978353,0.9303437049775763
1.3662514740197835,0.7507805524495171
2.3662514740197835,0.5108595991496058
3.3662514740197835,0.27136745260845885
4.3662514740197835,0.08280885573778735
5.3662514740197835,-0.027425329058263156
-19.104084151752154,-0.022922038614845062
-18.104084151752154,-0.0022902108539341226
-17.104084151752154,0.01992635658198294
-16.104084151752154,0.03446958395782829
-15.104084151752154,0.02771800213027647
-14.104084151752154,0.03510464729997961
-13.104084151752154,0.03943410349496349
-12.104084151752154,0.040029031292657204
-11.104084151752154,0.02510974919970933
-10.104084151752154,0.0018660638501470064
-9.104084151752154,-0.007700012875887216
-8.104084151752154,0.01895942137668268
-7.104084151752154,0.08441297900315045
-6.104084151752154,0.19812722415058778
-5.104084151752154,0.3625350049289517
-4.104084151752154,0.5615715187355569
-3.1040841517521542,0.7587777492656036
-2.1040841517521542,0.9158382620104702
-1.1040841517521542,1.0
-0.10408415175215424,0.9859575857130116
0.8959158482478458,0.8652639108719977
1.8959158482478458,0.6605416278236322
2.8959158482478458,0.42287552692114966
3.8959158482478458,0.20537639857794007
4.895915848247846,0.04693455653639918
5.895915848247846,-0.03561738420938591
-18.577310139085593,-0.013883947734977933
-17.577310139085593,0.0038045231970075585
-16.577310139085593,0.022351371042479258
-15.577310139085593,0.03426691068259088
-14.577310139085593,0.03143056474936519
-13.577310139085593,0.04084684367474525
-12.577310139085593,0.04386866154085783
-11.577310139085593,0.03847214799968014
-10.577310139085593,0.010811748659842465
-9.577310139085593,-0.021223914980333308
-8.577310139085593,-0.024229196157487153
-7.5773101390855935,0.029872991576150042
-6.5773101390855935,0.15281359895543217
-5.5773101390855935,0.32933804526989496
-4.5773101390855935,0.5371419174840127
-3.5773101390855935,0.7428118343430085
-2.5773101390855935,0.9043757419806879
-1.5773101390855935,0.9937480654955849
-0.5773101390855935,1.0
0.4226898609144065,0.923046774946921
1.4226898609144065,0.7753230907693028
2.4226898609144065,0.578804394653756
3.4226898609144065,0.3669758837124692
4.4226898609144065,0.1774895837978122
5.4226898609144065,0.037323908495190315
6.4226898609144065,-0.038761094520114496
-18.780858584410094,-0.01709245424563659
-17.780858584410094,0.003770173297404072
-16.780858584410094,0.026262318578688236
-15.780858584410094,0.04243122124123257
-14.780858584410094,0.03929766937475748
-13.780858584410094,0.04722134012213064
-12.780858584410094,0.048326789468161664
-11.780858584410094,0.03062756171096277
-10.780858584410094,0.011616646260413374
-9.780858584410094,0.0018523236539579873
-8.780858584410094,0.020995393576420763
-7.780858584410094,0.08865087757223036
-6.780858584410094,0.21497300796412688
-5.780858584410094,0.37506835196802096
-4.780858584410094,0.5507280164168122
-3.780858584410094,0.7200900939166587
-2.780858584410094,0.8640192159600538
-1.780858584410094,0.9642932493005589
-0.7808585844100939,1.0
0.21914141558990607,0.9626088789280627
1.219141415589906,0.853054478730794
2.219141415589906,0.680182806223435
3.219141415589906,0.469915298026388
4.219141415589906,0.2630166222011895
5.219141415589906,0.10220958213527073
6.219141415589906,0.018040456330394892
-18.186331186011223,-0.009543229355065321
-17.186331186011223,0.0034772353468390154
-16.186331186011223,0.017692997813671913
-15.186331186011223,0.028409557812133883
-14.186331186011223,0.028169091644259864
-13.186331186011223,0.03262139949749322
-12.186331186011223,0.033200627982937214
-11.186331186011223,0.03219576894964487
-10.186331186011223,0.014957635637722226
-9.186331186011223,-0.01446838388128378
-8.186331186011223,-0.024941666321888704
-7.186331186011223,0.01996260546594145
-6.186331186011223,0.14288242361146844
-5.186331186011223,0.3340498841472806
-4.186331186011223,0.5693296211622205
-3.1863311860112233,0.7982810845950042
-2.1863311860112233,0.9561131357087777
-1.1863311860112233,1.0
-0.18633118601122334,0.928320154426509
0.8136688139887767,0.7700192931170854
1.8136688139887767,0.5695935840161503
2.8136688139887767,0.3731435090556699
3.8136688139887767,0.21664411604254052
4.813668813988777,0.11495786379413452
5.813668813988777,0.06006880109538978
-17.577426081225386,-0.012294708706876122
-16.577426081225386,-0.003161201227578119
-15.577426081225386,0.009502955075288684
-14.577426081225386,0.021645037233751347
-13.577426081225386,0.025793255970785547
-12.577426081225386,0.030981577910414962
-11.577426081225386,0.031560004521303094
-10.577426081225386,0.03010195690341881
-9.577426081225386,0.011277949488293476
-8.577426081225386,-0.01720904562178906
-7.577426081225386,-0.018823219014851393
-6.577426081225386,0.04476624277055631
-5.577426081225386,0.19226884511696685
-4.577426081225386,0.41020038373735224
-3.5774260812253864,0.6606847545492365
-2.5774260812253864,0.880813948563078
-1.5774260812253864,1.0
-0.5774260812253864,0.980669217773525
0.4225739187746136,0.8377425867300182
1.4225739187746136,0.620530451094637
2.4225739187746136,0.3901589619900785
3.4225739187746136,0.20147043518863605
4.422573918774614,0.08582003618034086
-17.26754589839013,-0.0172068698929561
-16.26754589839013,-0.0064318987781960425
-15.267545898390129,0.008946170986467739
-14.267545898390129,0.02345712978188383
-13.267545898390129,0.026577862455437033
-12.267545898390129,0.02899313563560122
-11.267545898390129,0.026785149665104757
-10.267545898390129,0.019225369334926225
-9.267545898390129,0.005999126319802899
-8.267545898390129,-0.013950059916061651
-7.267545898390129,-0.00671860057026695
-6.267545898390129,0.06516662989215498
-5.267545898390129,0.21908849439112169
-4.267545898390129,0.44179065870137413
-3.2675458983901287,0.6906302768277232
-2.2675458983901287,0.8995089707829321
-1.2675458983901287,1.0
-0.26754589839012866,0.9530158607252167
0.7324541016098713,0.7766996131866877
1.7324541016098713,0.5321110711993823
2.7324541016098713,0.28968292576568194
3.7324541016098713,0.10887230588408724
4.732454101609871,0.018756966663748174
-16.95051282390893,-0.01314499535957428
-15.95051282390893,-0.004049981937941488
-14.95051282390893,0.008917366973804502
-13.95051282390893,0.021229808639669303
-12.95051282390893,0.023407631370742307
-11.95051282390893,0.022993226622814632
-10.95051282390893,0.019228025761315708
-9.95051282390893,0.009798815707957603
-8.95051282390893,-0.0061849721407805855
-7.95051282390893,-0.02089999328373535
-6.95051282390893,0.002759867128612483
-5.95051282390893,0.09712320364840722
-4.95051282390893,0.27990692600192685
-3.95051282390893,0.5226042233595418
-2.95051282390893,0.7687752615967942
-1.9505128239089302,0.9476512740583413
-0.9505128239089302,1.0
0.049487176091069784,0.9071038436304673
1.0494871760910698,0.7018541651233378
2.04948717609107,0.45166884285041503
3.04948717609107,0.2262001163752681
4.04948717609107,0.07126417719577767
5.04948717609107,0.0018342364024291266
-17.63205252985244,-0.014500477467663772
-16.63205252985244,-0.0032478765764091667
-15.63205252985244,0.011235553123340465
-14.63205252985244,0.023248086952787
-13.63205252985244,0.024435962228851502
-12.63205252985244,0.025082646661873667
-11.63205252985244,0.020094354827919648
-10.63205252985244,0.01292030065653228
-9.63205252985244,0.0027929279928318018
-8.63205252985244,-0.018461491671316665
-7.632052529852441,-0.026187273847214396
-6.632052529852441,0.01969424040960633
-5.632052529852441,0.146303831350309
-4.632052529852441,0.3513729553216949
-3.632052529852441,0.6029766833255694
-2.632052529852441,0.8404917692172467
-1.6320525298524409,0.9910152015360133
-0.6320525298524409,1.0
0.36794747014755913,0.8648597945168458
1.3679474701475591,0.6356314060185412
2.367947470147559,0.3829574631585969
3.367947470147559,0.1713412676450163
4.367947470147559,0.04292464235971221
-17.34094428317212,-0.00998367330313574
-16.34094428317212,-0.0032479505182836177
-15.34094428317212,0.00570711885124331
-14.34094428317212,0.013521984713083118
-13.34094428317212,0.015870132733827588
-12.34094428317212,0.017331182566489075
-11.34094428317212,0.014027663541815437
-10.34094428317212,0.008404064504041369
-9.34094428317212,-0.0003479355645907088
-8.34094428317212,-0.017562526219508802
-7.340944283172121,-0.012653640847340945
-6.340944283172121,0.05371218059413272
-5.340944283172121,0.2025417494462703
-4.340944283172121,0.4222409612438737
-3.3409442831721208,0.6719855972967017
-2.3409442831721208,0.8875735226555956
-1.3409442831721208,1.0
-0.3409442831721208,0.9666759768632622
0.6590557168278792,0.8006146401586697
1.6590557168278792,0.5608992655468804
2.6590557168278792,0.3180461701263086
3.6590557168278792,0.12947677029600652
4.659055716827879,0.025042012138393816
-16.987278828676857,-0.006511978477446876
-15.987278828676857,-0.0029332441427626426
-14.987278828676857,0.002269135285469418
-13.987278828676857,0.007792749574806642
-12.987278828676857,0.01090449550232375
-11.987278828676857,0.011829985234579853
-10.987278828676857,0.0077897897568275365
-9.987278828676857,0.0009552462368259964
-8.987278828676857,-0.006992419067409418
-7.987278828676857,-0.015374340934031835
-6.987278828676857,0.010390979260304408
-5.987278828676857,0.10522043706499122
-4.987278828676857,0.279967037586783
-3.987278828676857,0.5128430653895054
-2.987278828676857,0.7532675609653874
-1.9872788286768568,0.9358553826446986
-0.9872788286768568,1.0
0.01272117132314321,0.9190084433982711
1.0127211713231432,0.7214034139682794
2.012721171323143,0.4734934461959231
3.012721171323143,0.24341027165057336
4.012721171323143,0.07998410858773035
5.012721171323143,0.0012209936848378978
-16.605221829706384,-0.0021472500206990543
-15.605221829706384,-0.0024456309483424686
-14.605221829706384,-0.0019870818552579755
-13.605221829706384,0.0005903882021109104
-12.605221829706384,0.00486673486405326
-11.605221829706384,0.005178877307806639
